canonical_smiles,molregno,standard_value,compound_key,assay_id,standard_type,standard_units,doc_id,pchembl_value,doi,scaffold
CCCCc1ccc(C)c(N/C=N/O)c1,166049,94000.0,3c,51930,IC50,nM,4568,4.03,10.1016/s0960-894x(01)00614-x,c1cc([*:1])c([*:2])c([*:3])c1CCCC[*:4]
CCCCCCc1ccc(N/C=N/O)cc1,166196,50000.0,3h,51930,IC50,nM,4568,4.3,10.1016/s0960-894x(01)00614-x,c1cc([*:1])c([*:2])c([*:3])c1CCCC[*:4]
CCCCc1ccc(N/C=N/O)cc1,166306,65000.0,3g,51930,IC50,nM,4568,4.19,10.1016/s0960-894x(01)00614-x,c1cc([*:1])c([*:2])c([*:3])c1CCCC[*:4]
CCCCc1ccc(/N=C/NO)c(C)c1,186431,71000.0,3a (HET0016),51930,IC50,nM,4568,4.15,10.1016/s0960-894x(01)00614-x,c1cc([*:1])c([*:2])c([*:3])c1CCCC[*:4]
CCCCc1ccccc1/N=C/NO,166168,51000.0,3d,51930,IC50,nM,4568,4.29,10.1016/s0960-894x(01)00614-x,c1cc([*:1])c([*:2])c([*:3])c1CCCC[*:4]
CN(C)CCCN(Cc1ccc(-c2ccc(Cl)cc2)cc1)C(=O)Cn1cc(Cc2cnn(C)c2)c(=O)nc1SCc1ccc(F)cc1,140211,17000.0,22,44705,IC50,nM,5045,4.77,10.1016/s0960-894x(02)00473-0,Cn1cc(Cc2cn(CC(=O)N(Cc3ccc(-c4ccc([*:1])cc4)cc3)C[*:2])c(SCc3ccc(F)cc3)nc2=O)cn1
Cn1cc(Cc2cn(CC(=O)N(CC(=O)O)Cc3ccc(-c4ccc(C(F)(F)F)cc4)cc3)c(SCc3ccc(F)cc3)nc2=O)cn1,140912,31000.0,28,44705,IC50,nM,5045,4.51,10.1016/s0960-894x(02)00473-0,Cn1cc(Cc2cn(CC(=O)N(Cc3ccc(-c4ccc([*:1])cc4)cc3)C[*:2])c(SCc3ccc(F)cc3)nc2=O)cn1
Cn1cc(Cc2cn(CC(=O)N(CCN)Cc3ccc(-c4ccc(Cl)cc4)cc3)c(SCc3ccc(F)cc3)nc2=O)cn1,140586,15000.0,15,44705,IC50,nM,5045,4.82,10.1016/s0960-894x(02)00473-0,Cn1cc(Cc2cn(CC(=O)N(Cc3ccc(-c4ccc([*:1])cc4)cc3)C[*:2])c(SCc3ccc(F)cc3)nc2=O)cn1
Cn1cc(Cc2cn(CC(=O)N(CCO)Cc3ccc(-c4ccc(Cl)cc4)cc3)c(SCc3ccc(F)cc3)nc2=O)cn1,141798,19000.0,9,44705,IC50,nM,5045,4.72,10.1016/s0960-894x(02)00473-0,Cn1cc(Cc2cn(CC(=O)N(Cc3ccc(-c4ccc([*:1])cc4)cc3)C[*:2])c(SCc3ccc(F)cc3)nc2=O)cn1
CN(C)CCN(Cc1ccc(-c2ccc(Cl)cc2)cc1)C(=O)Cn1cc(Cc2cnn(C)c2)c(=O)nc1SCc1ccc(F)cc1,141296,8000.0,12,44705,IC50,nM,5045,5.1,10.1016/s0960-894x(02)00473-0,Cn1cc(Cc2cn(CC(=O)N(Cc3ccc(-c4ccc([*:1])cc4)cc3)C[*:2])c(SCc3ccc(F)cc3)nc2=O)cn1
CN1CCN(CCCN(Cc2ccc(-c3ccc(Cl)cc3)cc2)C(=O)Cn2cc(Cc3cnn(C)c3)c(=O)nc2SCc2ccc(F)cc2)CC1,141018,10000.0,26,44705,IC50,nM,5045,5.0,10.1016/s0960-894x(02)00473-0,Cn1cc(Cc2cn(CC(=O)N(Cc3ccc(-c4ccc([*:1])cc4)cc3)C[*:2])c(SCc3ccc(F)cc3)nc2=O)cn1
CCN(CC)CCN(Cc1ccc(-c2ccc(Cl)cc2)cc1)C(=O)Cn1cc(Cc2cnn(C)c2)c(=O)nc1SCc1ccc(F)cc1,140588,5000.0,13,44705,IC50,nM,5045,5.3,10.1016/s0960-894x(02)00473-0,Cn1cc(Cc2cn(CC(=O)N(Cc3ccc(-c4ccc([*:1])cc4)cc3)C[*:2])c(SCc3ccc(F)cc3)nc2=O)cn1
Cn1cc(Cc2cn(CC(=O)N(CCN3CCCCC3)Cc3ccc(-c4ccc(C(F)(F)F)cc4)cc3)c(SCc3ccc(F)cc3)nc2=O)cn1,141799,10000.0,34,44705,IC50,nM,5045,5.0,10.1016/s0960-894x(02)00473-0,Cn1cc(Cc2cn(CC(=O)N(Cc3ccc(-c4ccc([*:1])cc4)cc3)C[*:2])c(SCc3ccc(F)cc3)nc2=O)cn1
Cn1cc(Cc2cn(CC(=O)N(CCN3CCCC3)Cc3ccc(-c4ccc(Cl)cc4)cc3)c(SCc3ccc(F)cc3)nc2=O)cn1,140557,6000.0,17,44705,IC50,nM,5045,5.22,10.1016/s0960-894x(02)00473-0,Cn1cc(Cc2cn(CC(=O)N(Cc3ccc(-c4ccc([*:1])cc4)cc3)C[*:2])c(SCc3ccc(F)cc3)nc2=O)cn1
Cc1cc(C)cc(-c2[nH]c3ccc(C(C)(C)C(=O)N4CC5CCC4CC5)cc3c2[C@H](C)CNCCc2c[nH]c3ncnc-3c2)c1,280337,4000.0,27t,51901,IC50,nM,5374,5.4,10.1016/s0960-894x(02)00026-4,Cc1cc(C)cc(-c2[nH]c3ccc(C(C)(C)C(=O)N4CC5CCC4CC5)cc3c2[C@H](C)CNCC[*:1])c1
Cc1cc(C)cc(-c2[nH]c3ccc(C(C)(C)C(=O)N4CC5CCC4CC5)cc3c2[C@H](C)CNCCc2ccc3[nH]nnc3c2)c1,280210,7500.0,27kk,51901,IC50,nM,5374,5.12,10.1016/s0960-894x(02)00026-4,Cc1cc(C)cc(-c2[nH]c3ccc(C(C)(C)C(=O)N4CC5CCC4CC5)cc3c2[C@H](C)CNCC[*:1])c1
Cc1cc(C)cc(-c2[nH]c3ccc(C(C)(C)C(=O)N4CC5CCC4CC5)cc3c2[C@H](C)CNCCc2ccc3[nH]cnc3c2)c1,280738,100.0,27v,51901,IC50,nM,5374,7.0,10.1016/s0960-894x(02)00026-4,Cc1cc(C)cc(-c2[nH]c3ccc(C(C)(C)C(=O)N4CC5CCC4CC5)cc3c2[C@H](C)CNCC[*:1])c1
Cc1cc(C)cc(-c2[nH]c3ccc(C(C)(C)C(=O)N4C5CCC4CC5)cc3c2[C@H](C)CNCCc2cccc3cnccc23)c1,281041,1000.0,27k,51902,IC50,nM,5374,6.0,10.1016/s0960-894x(02)00026-4,Cc1cc(C)cc(-c2[nH]c3ccc(C(C)(C)C(=O)N4C5CCC4CC5)cc3c2[C@H](C)CNCC[*:1])c1
Cc1cc(C)cc(-c2[nH]c3ccc(C(C)(C)C(=O)N4C5CCC4CC5)cc3c2[C@H](C)CNCCc2ccc3ncoc3c2)c1,280567,1000.0,27y,51902,IC50,nM,5374,6.0,10.1016/s0960-894x(02)00026-4,Cc1cc(C)cc(-c2[nH]c3ccc(C(C)(C)C(=O)N4C5CCC4CC5)cc3c2[C@H](C)CNCC[*:1])c1
O=C(N[C@H]1c2ccccc2OC[C@H]1O)[C@H](Cc1ccccc1)C[C@H](O)CN1CCN(Cc2ccc(-c3cccnc3)o2)C[C@H]1C(=O)NCC(F)(F)F,2038629,440.0,5,51907,IC50,nM,5668,6.36,10.1016/s0960-894x(03)00475-x,O=C(N[C@H]1c2ccccc2OC[C@H]1O)[C@H](Cc1ccccc1)C[C@H](O)CN1CCN(Cc2ccc([*:1])o2)C[C@H]1C(=O)NCC(F)(F)F
O=C(N[C@H]1c2ccccc2OC[C@H]1O)[C@H](Cc1ccccc1)C[C@H](O)CN1CCN(Cc2ccc(-c3ccccn3)o2)C[C@H]1C(=O)NCC(F)(F)F,2038625,5200.0,6,51907,IC50,nM,5668,5.28,10.1016/s0960-894x(03)00475-x,O=C(N[C@H]1c2ccccc2OC[C@H]1O)[C@H](Cc1ccccc1)C[C@H](O)CN1CCN(Cc2ccc([*:1])o2)C[C@H]1C(=O)NCC(F)(F)F
O=C(N[C@H]1c2ccccc2OC[C@H]1O)[C@H](Cc1ccccc1)C[C@H](O)CN1CCN(Cc2ccc(-c3ccncc3)o2)C[C@H]1C(=O)NCC(F)(F)F,185868,320.0,4,51907,IC50,nM,5668,6.5,10.1016/s0960-894x(03)00475-x,O=C(N[C@H]1c2ccccc2OC[C@H]1O)[C@H](Cc1ccccc1)C[C@H](O)CN1CCN(Cc2ccc([*:1])o2)C[C@H]1C(=O)NCC(F)(F)F
O=C(N[C@H]1c2ccccc2OC[C@H]1O)[C@H](Cc1cccnc1)C[C@H](O)CN1CCN(Cc2ccc(-c3ccccc3)o2)C[C@H]1C(=O)NCC(F)(F)F,184691,430.0,3,51915,IC50,nM,5802,6.37,10.1016/s0960-894x(03)00680-2,O=C(N[C@H]1c2ccccc2OC[C@H]1O)[C@@H](C[C@H](O)CN1CCN(C[*:1])C[C@H]1C(=O)NCC(F)(F)F)C[*:2]
O=C(N[C@H]1c2ccccc2OC[C@H]1O)[C@H](Cc1ccncc1)C[C@H](O)CN1CCN(Cc2ccc(-c3ccccc3)o2)C[C@H]1C(=O)NCC(F)(F)F,185014,1500.0,4,51915,IC50,nM,5802,5.82,10.1016/s0960-894x(03)00680-2,O=C(N[C@H]1c2ccccc2OC[C@H]1O)[C@@H](C[C@H](O)CN1CCN(C[*:1])C[C@H]1C(=O)NCC(F)(F)F)C[*:2]
O=C(N[C@H]1c2ccccc2OC[C@H]1O)[C@H](Cc1ccccc1)C[C@H](O)CN1CCN(Cc2ccc(-c3ccncc3)o2)C[C@H]1C(=O)NCC(F)(F)F,185868,320.0,2,51915,IC50,nM,5802,6.5,10.1016/s0960-894x(03)00680-2,O=C(N[C@H]1c2ccccc2OC[C@H]1O)[C@@H](C[C@H](O)CN1CCN(C[*:1])C[C@H]1C(=O)NCC(F)(F)F)C[*:2]
O=C(N[C@H]1c2ccccc2OC[C@H]1O)[C@H](Cc1ccncc1)C[C@H](O)CN1CCN(CC2=CC3C=CSC3S2)C[C@H]1C(=O)NCC(F)(F)F,185016,470.0,6,51915,IC50,nM,5802,6.33,10.1016/s0960-894x(03)00680-2,O=C(N[C@H]1c2ccccc2OC[C@H]1O)[C@@H](C[C@H](O)CN1CCN(C[*:1])C[C@H]1C(=O)NCC(F)(F)F)C[*:2]
O=C(N[C@H]1c2ccccc2OC[C@H]1O)[C@H](Cc1ccncc1)C[C@H](O)CN1CCN(Cc2cc3ccccc3o2)C[C@H]1C(=O)NCC(F)(F)F,185228,2200.0,8,51915,IC50,nM,5802,5.66,10.1016/s0960-894x(03)00680-2,O=C(N[C@H]1c2ccccc2OC[C@H]1O)[C@@H](C[C@H](O)CN1CCN(C[*:1])C[C@H]1C(=O)NCC(F)(F)F)C[*:2]
O=C(N[C@H]1c2ccccc2OC[C@H]1O)[C@H](Cc1cccnc1)C[C@H](O)CN1CCN(CC2=CC3C=CSC3S2)C[C@H]1C(=O)NCC(F)(F)F,185015,310.0,5,51915,IC50,nM,5802,6.51,10.1016/s0960-894x(03)00680-2,O=C(N[C@H]1c2ccccc2OC[C@H]1O)[C@@H](C[C@H](O)CN1CCN(C[*:1])C[C@H]1C(=O)NCC(F)(F)F)C[*:2]
O=C(N[C@H]1c2ccccc2OC[C@H]1O)[C@H](Cc1cccnc1)C[C@H](O)CN1CCN(Cc2cc3ccccc3o2)C[C@H]1C(=O)NCC(F)(F)F,185867,480.0,7,51915,IC50,nM,5802,6.32,10.1016/s0960-894x(03)00680-2,O=C(N[C@H]1c2ccccc2OC[C@H]1O)[C@@H](C[C@H](O)CN1CCN(C[*:1])C[C@H]1C(=O)NCC(F)(F)F)C[*:2]
OC1N=C(c2ccccc2F)c2cc(Cl)ccc2-n2cncc21,199047,10000.0,2,51899,IC50,nM,5877,5.0,10.1016/j.bmcl.2003.08.027,Fc1ccccc1C1=NC([*:2])c2cnc([*:1])n2-c2ccc(Cl)cc21
OCc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,199657,10000.0,2,51899,IC50,nM,5877,5.0,10.1016/j.bmcl.2003.08.027,Fc1ccccc1C1=NC([*:2])c2cnc([*:1])n2-c2ccc(Cl)cc21
O=C(N[C@H]1c2ccccc2OC[C@H]1O)[C@H](Cc1cccnc1)C[C@H](O)CN1CCN(Cc2ccn(-c3cccc(Cl)c3)c2)C[C@H]1C(=O)NCC(F)(F)F,214743,80.0,13,51908,IC50,nM,5944,7.1,10.1016/j.bmcl.2003.08.049,O=C(N[C@H]1c2ccccc2OC[C@H]1O)[C@H](Cc1cccnc1)C[C@H](O)CN1CCN(C[*:1])C[C@H]1C(=O)NCC(F)(F)F
O=C(N[C@H]1c2ccccc2OC[C@H]1O)[C@H](Cc1cccnc1)C[C@H](O)CN1CCN(Cc2ccn(-c3ccc(Cl)cc3)c2)C[C@H]1C(=O)NCC(F)(F)F,214798,50.0,18,51908,IC50,nM,5944,7.3,10.1016/j.bmcl.2003.08.049,O=C(N[C@H]1c2ccccc2OC[C@H]1O)[C@H](Cc1cccnc1)C[C@H](O)CN1CCN(C[*:1])C[C@H]1C(=O)NCC(F)(F)F
O=C(N[C@H]1c2ccccc2OC[C@H]1O)[C@H](Cc1cccnc1)C[C@H](O)CN1CCN(Cc2ccc(-c3ccccc3)o2)C[C@H]1C(=O)NCC(F)(F)F,184691,430.0,2,51908,IC50,nM,5944,6.37,10.1016/j.bmcl.2003.08.049,O=C(N[C@H]1c2ccccc2OC[C@H]1O)[C@H](Cc1cccnc1)C[C@H](O)CN1CCN(C[*:1])C[C@H]1C(=O)NCC(F)(F)F
CCN(CC)CCN(Cc1ccc(-c2ccc(Cl)cc2)cc1)C(=O)Cn1c(SCc2ccc(F)cc2)nc(=O)c2c1CCCC2,7582,5000.0,22,52064,IC50,nM,6168,5.3,10.1016/s0960-894x(03)00058-1,CCN(CC)CCN(Cc1ccc(-c2ccc([*:1])cc2)cc1)C(=O)Cn1c(SCc2ccc(F)cc2)nc(=O)c2c1CCCC2
CCN(CC)CCN(Cc1ccc(-c2ccc(C(F)(F)F)cc2)cc1)C(=O)Cn1c(SCc2ccc(F)cc2)nc(=O)c2c1CCCC2,7572,10000.0,23,52064,IC50,nM,6168,5.0,10.1016/s0960-894x(03)00058-1,CCN(CC)CCN(Cc1ccc(-c2ccc([*:1])cc2)cc1)C(=O)Cn1c(SCc2ccc(F)cc2)nc(=O)c2c1CCCC2
c1cncc(CCCOc2ccc(-n3ccnc3)cc2)c1,185983,417.0,3b,51916,IC50,nM,6531,6.38,10.1016/j.bmcl.2003.11.005,c1cn(-c2ccc(OCC[*:1])cc2)cn1
c1cn(-c2ccc(OCCN3CCOCC3)cc2)cn1,185949,5670.0,3d,51916,IC50,nM,6531,5.25,10.1016/j.bmcl.2003.11.005,c1cn(-c2ccc(OCC[*:1])cc2)cn1
c1cc(CCCOc2ccc(-n3ccnc3)cc2)ccn1,185953,344.0,3c,51916,IC50,nM,6531,6.46,10.1016/j.bmcl.2003.11.005,c1cn(-c2ccc(OCC[*:1])cc2)cn1
CN(C)CCCOc1ccc(-n2ccnc2)cc1,186430,39000.0,3f,51916,IC50,nM,6531,4.41,10.1016/j.bmcl.2003.11.005,c1cn(-c2ccc(OCC[*:1])cc2)cn1
c1ccc(CCCOc2ccc(-n3ccnc3)cc2)nc1,185908,252.0,6a,51916,IC50,nM,6531,6.6,10.1016/j.bmcl.2003.11.005,c1cn(-c2ccc(OCC[*:1])cc2)cn1
CCCCOc1ccc(-n2ccnc2)cc1,186320,348.0,1,51916,IC50,nM,6531,6.46,10.1016/j.bmcl.2003.11.005,c1cn(-c2ccc(OCC[*:1])cc2)cn1
CN(C)CCCCCCOc1ccc(-n2ccnc2)cc1,186433,4460.0,3g,51916,IC50,nM,6531,5.35,10.1016/j.bmcl.2003.11.005,c1cn(-c2ccc(OCC[*:1])cc2)cn1
Cc1nc2cc(OC[C@H](O)CN3CCN(CC(=O)Nc4cccc(-c5ccccc5)c4)CC3)ccc2s1,253199,37000.0,42,51895,IC50,nM,6570,4.43,10.1016/j.bmcl.2003.09.093,Cc1nc2cc(OC[C@H](O)CN3CCN(CC(=O)Nc4c([*:1])cc([*:2])c([*:3])c4[*:4])CC3)ccc2s1
Cc1nc2cc(OC[C@H](O)CN3CCN(CC(=O)Nc4ccc(-c5ccccc5)cc4)CC3)ccc2s1,253401,7900.0,43,51895,IC50,nM,6570,5.1,10.1016/j.bmcl.2003.09.093,Cc1nc2cc(OC[C@H](O)CN3CCN(CC(=O)Nc4c([*:1])cc([*:2])c([*:3])c4[*:4])CC3)ccc2s1
Cc1nc2cc(OC[C@H](O)CN3CCN(CC(=O)Nc4c(C)cccc4C)CC3)ccc2s1,253453,23000.0,1,51895,IC50,nM,6570,4.64,10.1016/j.bmcl.2003.09.093,Cc1nc2cc(OC[C@H](O)CN3CCN(CC(=O)Nc4c([*:1])cc([*:2])c([*:3])c4[*:4])CC3)ccc2s1
CCN1c2ncc(CSc3cc(C)nc(C)c3)cc2C(=O)Nc2c(C)ccnc21,271845,1600.0,17,52090,IC50,nM,6597,5.8,10.1016/j.bmcl.2003.11.049,CCN1c2ncc(CSc3cc(C)nc(C)c3)cc2C(=O)Nc2c(C)cc([*:1])nc21
CCN1c2ncc(CSc3cc(C)nc(C)c3)cc2C(=O)Nc2c(C)cc(Cl)nc21,272488,2300.0,6,52090,IC50,nM,6597,5.64,10.1016/j.bmcl.2003.11.049,CCN1c2ncc(CSc3cc(C)nc(C)c3)cc2C(=O)Nc2c(C)cc([*:1])nc21
CCN1c2ncc(CSc3cc(C)nc(C)c3)cc2C(=O)Nc2c(C)cc(F)nc21,271877,2500.0,16,52090,IC50,nM,6597,5.6,10.1016/j.bmcl.2003.11.049,CCN1c2ncc(CSc3cc(C)nc(C)c3)cc2C(=O)Nc2c(C)cc([*:1])nc21
CCN1c2ncc(CSc3cc(C)nc(C)c3)cc2C(=O)Nc2c(C)ccnc21,271845,10000.0,17,52091,IC50,nM,6597,5.0,10.1016/j.bmcl.2003.11.049,CCN1c2ncc(CSc3cc(C)nc(C)c3)cc2C(=O)Nc2c(C)cc([*:1])nc21
CCN1c2ncc(CSc3cc(C)nc(C)c3)cc2C(=O)Nc2c(C)cc(Cl)nc21,272488,8100.0,6,52091,IC50,nM,6597,5.09,10.1016/j.bmcl.2003.11.049,CCN1c2ncc(CSc3cc(C)nc(C)c3)cc2C(=O)Nc2c(C)cc([*:1])nc21
CCN1c2ncc(CSc3cc(C)nc(C)c3)cc2C(=O)Nc2c(C)cc(F)nc21,271877,10000.0,16,52091,IC50,nM,6597,5.0,10.1016/j.bmcl.2003.11.049,CCN1c2ncc(CSc3cc(C)nc(C)c3)cc2C(=O)Nc2c(C)cc([*:1])nc21
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,255904,786.0,4,4333,IC50,nM,11347,6.11,10.1021/jm00093a015,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1
C[C@H](NC(=O)/C=C/c1ccccc1)c1cccc(N2CCOCC2)c1,160276,62000.0,1,51926,IC50,nM,17162,4.21,10.1021/jm034111v,C[C@H](NC(=O)C=C[*:2])c1ccc([*:1])c(N2CCOCC2)c1
C[C@H](NC(=O)/C=C/c1ccc(F)cc1)c1ccc(F)c(N2CCOCC2)c1,160699,21000.0,2,51926,IC50,nM,17162,4.68,10.1021/jm034111v,C[C@H](NC(=O)C=C[*:2])c1ccc([*:1])c(N2CCOCC2)c1
C[C@H](NC(=O)/C=C/c1ccccc1)c1cccc(N2CCOCC2)c1,160276,33000.0,1,51927,IC50,nM,17162,4.48,10.1021/jm034111v,C[C@H](NC(=O)C=C[*:2])c1ccc([*:1])c(N2CCOCC2)c1
C[C@H](NC(=O)/C=C/c1ccc(F)cc1)c1ccc(F)c(N2CCOCC2)c1,160699,19000.0,2,51927,IC50,nM,17162,4.72,10.1021/jm034111v,C[C@H](NC(=O)C=C[*:2])c1ccc([*:1])c(N2CCOCC2)c1
C[C@H](NC(=O)/C=C/c1ccccc1)c1cccc(N2CCOCC2)c1,160276,22000.0,1,51928,IC50,nM,17162,4.66,10.1021/jm034111v,C[C@H](NC(=O)C=C[*:2])c1ccc([*:1])c(N2CCOCC2)c1
C[C@H](NC(=O)/C=C/c1ccc(F)cc1)c1ccc(F)c(N2CCOCC2)c1,160699,19000.0,2,51928,IC50,nM,17162,4.72,10.1021/jm034111v,C[C@H](NC(=O)C=C[*:2])c1ccc([*:1])c(N2CCOCC2)c1
C[C@H](NC(=O)/C=C/c1ccccc1)c1cccc(N2CCOCC2)c1,160276,96000.0,1,51929,IC50,nM,17162,4.02,10.1021/jm034111v,C[C@H](NC(=O)C=C[*:2])c1ccc([*:1])c(N2CCOCC2)c1
C[C@H](NC(=O)/C=C/c1ccc(F)cc1)c1ccc(F)c(N2CCOCC2)c1,160699,18000.0,2,51929,IC50,nM,17162,4.75,10.1021/jm034111v,C[C@H](NC(=O)C=C[*:2])c1ccc([*:1])c(N2CCOCC2)c1
CCCCOc1ccc(-n2ccnc2)cc1,186320,348.0,3a,51903,IC50,nM,17322,6.46,10.1021/jm020557k,CCCCOc1ccc([*:1])cc1
CCCCOc1ccc(-c2cccnc2)cc1,251741,29300.0,3d,51903,IC50,nM,17322,4.53,10.1021/jm020557k,CCCCOc1ccc([*:1])cc1
CCCCOc1ccc(-c2[nH]ncc2C)cc1,251478,26800.0,41,51903,IC50,nM,17322,4.57,10.1021/jm020557k,CCCCOc1ccc([*:1])cc1
CCCCOc1ccc(-c2cc[nH]c2)cc1,251955,7520.0,18,51903,IC50,nM,17322,5.12,10.1021/jm020557k,CCCCOc1ccc([*:1])cc1
CCCCOc1ccc(-c2ccncc2)cc1,251252,51100.0,3e,51903,IC50,nM,17322,4.29,10.1021/jm020557k,CCCCOc1ccc([*:1])cc1
CCCCOc1ccc(-n2ccnc2C)cc1,251526,50900.0,9a,51903,IC50,nM,17322,4.29,10.1021/jm020557k,CCCCOc1ccc([*:1])cc1
CCCCOc1ccc(-c2ccnn2C)cc1,251142,93800.0,25,51903,IC50,nM,17322,4.03,10.1021/jm020557k,CCCCOc1ccc([*:1])cc1
CCCCOc1ccc(-c2ccns2)cc1,250610,22900.0,29,51903,IC50,nM,17322,4.64,10.1021/jm020557k,CCCCOc1ccc([*:1])cc1
CCCCOc1ccc(-c2cnco2)cc1,251193,58100.0,13,51903,IC50,nM,17322,4.24,10.1021/jm020557k,CCCCOc1ccc([*:1])cc1
CCCCOc1ccc(-c2cc[nH]n2)cc1,251875,70600.0,24,51903,IC50,nM,17322,4.15,10.1021/jm020557k,CCCCOc1ccc([*:1])cc1
CCCCOc1ccc(-n2cncc2C)cc1,251508,116.0,9c,51903,IC50,nM,17322,6.94,10.1021/jm020557k,CCCCOc1ccc([*:1])cc1
CCCCOc1ccc(-c2c[nH]cn2)cc1,251251,883.0,11,51903,IC50,nM,17322,6.05,10.1021/jm020557k,CCCCOc1ccc([*:1])cc1
CCCCOc1ccc(-c2ncc[nH]2)cc1,251215,44300.0,12,51903,IC50,nM,17322,4.35,10.1021/jm020557k,CCCCOc1ccc([*:1])cc1
CCCCOc1ccc(-n2cnc(C)c2)cc1,251080,9170.0,9b,51903,IC50,nM,17322,5.04,10.1021/jm020557k,CCCCOc1ccc([*:1])cc1
Cc1cc(C)cc(O[C@H](C(=O)O)[C@@]2(c3ccccc3)NCC(=O)N(Cc3c(F)cc(F)cc3F)c3ccccc32)c1,153977,14000.0,rac-91,51923,IC50,nM,17540,4.85,10.1021/jm031115r,O=C(O)[C@@H](O[*:2])[C@@]1(c2cccc([*:1])c2)NCC(=O)N(Cc2c(F)cc(F)cc2F)c2ccccc21
CCCCc1cccc([C@]2([C@H](Oc3nc(C)cc(C)n3)C(=O)O)NCC(=O)N(Cc3c(F)cc(F)cc3F)c3ccccc32)c1,153402,5000.0,rac-86,51923,IC50,nM,17540,5.3,10.1021/jm031115r,O=C(O)[C@@H](O[*:2])[C@@]1(c2cccc([*:1])c2)NCC(=O)N(Cc2c(F)cc(F)cc2F)c2ccccc21
Cc1cc(C)nc(O[C@H](C(=O)O)[C@@]2(c3ccccc3)NCC(=O)N(Cc3c(F)cc(F)cc3F)c3ccccc32)n1,153766,41000.0,rac-39au,51923,IC50,nM,17540,4.39,10.1021/jm031115r,O=C(O)[C@@H](O[*:2])[C@@]1(c2cccc([*:1])c2)NCC(=O)N(Cc2c(F)cc(F)cc2F)c2ccccc21
Cc1cc(C)nc(O[C@H](C(=O)O)[C@@]2(c3cccc(-c4ccccc4)c3)NCC(=O)N(Cc3c(F)cc(F)cc3F)c3ccccc32)n1,154053,7000.0,rac-89,51923,IC50,nM,17540,5.16,10.1021/jm031115r,O=C(O)[C@@H](O[*:2])[C@@]1(c2cccc([*:1])c2)NCC(=O)N(Cc2c(F)cc(F)cc2F)c2ccccc21
O=C(NCc1ccccn1)c1c2n(c3c(N4CCN(CCc5ccc(F)c(F)c5)CC4)ncnc13)CCCC2,36648,30150.0,58,103774,IC50,nM,17728,4.52,10.1021/jm031011g,O=C(N[*:1])c1c2n(c3c(N4CCN(CCc5ccc(F)c(F)c5)CC4)ncnc13)CCCC2
COc1cccc(CNC(=O)c2c3n(c4c(N5CCN(CCc6ccc(F)c(F)c6)CC5)ncnc24)CCCC3)c1OC,35894,2440.0,57,103774,IC50,nM,17728,5.61,10.1021/jm031011g,O=C(N[*:1])c1c2n(c3c(N4CCN(CCc5ccc(F)c(F)c5)CC4)ncnc13)CCCC2
NC(=O)c1c2n(c3c(N4CCN(CCc5ccc(F)c(F)c5)CC4)ncnc13)CCCC2,36037,45800.0,55,103774,IC50,nM,17728,4.34,10.1021/jm031011g,O=C(N[*:1])c1c2n(c3c(N4CCN(CCc5ccc(F)c(F)c5)CC4)ncnc13)CCCC2
O=C(Nc1cccnc1)c1c2n(c3c(N4CCN(CCc5ccc(F)c(F)c5)CC4)ncnc13)CCCC2,35907,9730.0,59,103774,IC50,nM,17728,5.01,10.1021/jm031011g,O=C(N[*:1])c1c2n(c3c(N4CCN(CCc5ccc(F)c(F)c5)CC4)ncnc13)CCCC2
COC(=O)c1ccc2[nH]c3c(N4CCN(CCc5ccc(F)c(F)c5)CC4)ncnc3c2c1,37255,2530.0,47,52065,IC50,nM,17729,5.6,10.1021/jm0310129,Fc1ccc(CCN2CCN(c3nc([*:6])nc4c5c([*:1])c([*:2])c([*:3])c([*:4])c5n([*:5])c34)CC2)cc1F
O=[N+]([O-])c1cccc2c1c1ncnc(N3CCN(CCc4ccc(F)c(F)c4)CC3)c1n2Cc1ccncc1,37618,5780.0,64,52065,IC50,nM,17729,5.24,10.1021/jm0310129,Fc1ccc(CCN2CCN(c3nc([*:6])nc4c5c([*:1])c([*:2])c([*:3])c([*:4])c5n([*:5])c34)CC2)cc1F
NC(=O)c1cccc2[nH]c3c(N4CCN(CCc5ccc(F)c(F)c5)CC4)ncnc3c12,37081,1360.0,52,52065,IC50,nM,17729,5.87,10.1021/jm0310129,Fc1ccc(CCN2CCN(c3nc([*:6])nc4c5c([*:1])c([*:2])c([*:3])c([*:4])c5n([*:5])c34)CC2)cc1F
O=[N+]([O-])c1cc([N+](=O)[O-])c2[nH]c3c(N4CCN(CCc5ccc(F)c(F)c5)CC4)nc(CN4CCOCC4)nc3c2c1,36190,42260.0,60,52065,IC50,nM,17729,4.37,10.1021/jm0310129,Fc1ccc(CCN2CCN(c3nc([*:6])nc4c5c([*:1])c([*:2])c([*:3])c([*:4])c5n([*:5])c34)CC2)cc1F
